match_id,season,match_name,venue,home_team,away_team
548365,2012,RR v PWI,"Sawai Mansingh Stadium, Jaipur",RR,PWI
548366,2012,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,SRH
548367,2012,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
548368,2012,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
548369,2012,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
548370,2012,MI v KKR,"Wankhede Stadium, Mumbai",MI,KKR
548371,2012,PBKS v CSK,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,CSK
548372,2012,DC v RCB,"Arun Jaitley Stadium, Delhi",DC,RCB
548373,2012,DC v RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR
548374,2012,PBKS v DC,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,DC
548375,2012,PWI v KKR,"Maharashtra Cricket Association Stadium, Pune",PWI,KKR
548376,2012,DC v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
548377,2012,RR v MI,"Sawai Mansingh Stadium, Jaipur",RR,MI
548378,2012,DC v KKR,"Maharashtra Cricket Association Stadium, Pune",DC,KKR
548379,2012,CSK v MI,"M.Chinnaswamy Stadium, Bengaluru",CSK,MI
548380,2012,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,DC
548381,2012,CSK v KKR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KKR
501198,2011,CSK v KKR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KKR
501199,2011,DC v RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR
501200,2011,Kochi v RCB,"Nehru Stadium, Kochi",Kochi,RCB
501201,2011,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
501202,2011,PWI v PBKS,"Dr DY Patil Sports Academy, Mumbai",PWI,PBKS
501203,2011,KKR v DC,"Eden Gardens, Kolkata",KKR,SRH
501204,2011,RR v DC,"Sawai Mansingh Stadium, Jaipur",RR,DC
501205,2011,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
501206,2011,PBKS v CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,CSK
501207,2011,PWI v Kochi,"Dr DY Patil Sports Academy, Mumbai",PWI,Kochi
501208,2011,DC v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
501209,2011,RR v KKR,"Sawai Mansingh Stadium, Jaipur",RR,KKR
501210,2011,MI v Kochi,"Wankhede Stadium, Mumbai",MI,Kochi
501211,2011,CSK v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB
501212,2011,DC v PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PBKS
501213,2011,PWI v DC,"Dr DY Patil Sports Academy, Mumbai",PWI,DC
501214,2011,KKR v RR,"Eden Gardens, Kolkata",KKR,RR
501215,2011,Kochi v CSK,"Nehru Stadium, Kochi",Kochi,CSK
501216,2011,DC v SRH,"Arun Jaitley Stadium, Delhi",DC,SRH
501218,2011,MI v PWI,"Wankhede Stadium, Mumbai",MI,PWI
501219,2011,KKR v Kochi,"Eden Gardens, Kolkata",KKR,Kochi
501220,2011,PBKS v RR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RR
501222,2011,KKR v RCB,"Eden Gardens, Kolkata",KKR,RCB
501221,2011,MI v CSK,"Wankhede Stadium, Mumbai",MI,CSK
501223,2011,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
501224,2011,DC v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
501225,2011,RR v Kochi,"Sawai Mansingh Stadium, Jaipur",RR,Kochi
501226,2011,CSK v PWI,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,PWI
501227,2011,DC v RCB,"Arun Jaitley Stadium, Delhi",DC,RCB
501228,2011,PWI v CSK,"Dr DY Patil Sports Academy, Mumbai",PWI,CSK
501229,2011,Kochi v DC,"Nehru Stadium, Kochi",Kochi,SRH
501230,2011,DC v KKR,"Arun Jaitley Stadium, Delhi",DC,KKR
501231,2011,RR v MI,"Sawai Mansingh Stadium, Jaipur",RR,MI
501232,2011,RCB v PWI,"M.Chinnaswamy Stadium, Bengaluru",RCB,PWI
501233,2011,Kochi v DC,"Nehru Stadium, Kochi",Kochi,DC
501234,2011,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
501235,2011,RR v PWI,"Sawai Mansingh Stadium, Jaipur",RR,PWI
501236,2011,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,SRH
501237,2011,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
501238,2011,DC v Kochi,"Arun Jaitley Stadium, Delhi",DC,Kochi
501239,2011,DC v KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,KKR
501240,2011,CSK v RR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RR
501241,2011,PWI v MI,"Dr DY Patil Sports Academy, Mumbai",PWI,MI
501242,2011,Kochi v KKR,"Nehru Stadium, Kochi",Kochi,KKR
501243,2011,SRH v DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,DC
501244,2011,RCB v PBKS,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS
501245,2011,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
501246,2011,MI v DC,"Wankhede Stadium, Mumbai",MI,DC
501247,2011,RCB v Kochi,"M.Chinnaswamy Stadium, Bengaluru",RCB,Kochi
501248,2011,PBKS v PWI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,PWI
501249,2011,RR v CSK,"Sawai Mansingh Stadium, Jaipur",RR,CSK
501250,2011,DC v PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PWI
501251,2011,PBKS v MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,MI
501252,2011,RR v RCB,"Sawai Mansingh Stadium, Jaipur",RR,RCB
501253,2011,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,DC
501254,2011,Kochi v PBKS,"Holkar Cricket Stadium, Indore",Kochi,PBKS
501255,2011,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
501256,2011,MI v DC,"Wankhede Stadium, Mumbai",MI,SRH
501257,2011,PBKS v DC,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,DC
501258,2011,Kochi v RR,"Holkar Cricket Stadium, Indore",Kochi,RR
501259,2011,PWI v DC,"Dr DY Patil Sports Academy, Mumbai",PWI,SRH
501260,2011,PBKS v RCB,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,RCB
501261,2011,CSK v Kochi,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,Kochi
501262,2011,PWI v KKR,"Dr DY Patil Sports Academy, Mumbai",PWI,KKR
501263,2011,MI v RR,"Wankhede Stadium, Mumbai",MI,RR
501264,2011,PBKS v DC,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,SRH
501265,2011,DC v PWI,"Arun Jaitley Stadium, Delhi",DC,PWI
501266,2011,RCB v CSK,"M.Chinnaswamy Stadium, Bengaluru",RCB,CSK
501267,2011,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
501268,2011,CSK v RCB,"Wankhede Stadium, Mumbai",CSK,RCB
501269,2011,MI v KKR,"Wankhede Stadium, Mumbai",MI,KKR
501270,2011,MI v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",MI,RCB
501271,2011,CSK v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB
419106,2010,DC v KKR,"Dr DY Patil Sports Academy, Mumbai",SRH,KKR
419107,2010,MI v RR,"Brabourne Stadium, Mumbai",MI,RR
419108,2010,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,DC
419109,2010,KKR v RCB,"Eden Gardens, Kolkata",KKR,RCB
419110,2010,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,SRH
419111,2010,RR v DC,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,DC
419112,2010,RCB v PBKS,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS
419113,2010,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
419114,2010,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
419115,2010,RCB v RR,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR
419116,2010,DC v CSK,"Arun Jaitley Stadium, Delhi",DC,CSK
419117,2010,DC v PBKS,"Barabati Stadium, Cuttack",SRH,PBKS
419118,2010,RR v KKR,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,KKR
419119,2010,MI v RCB,"Brabourne Stadium, Mumbai",MI,RCB
419120,2010,SRH v DC,"Barabati Stadium, Cuttack",SRH,DC
419121,2010,CSK v PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,PBKS
419122,2010,MI v KKR,"Brabourne Stadium, Mumbai",MI,KKR
419123,2010,RCB v CSK,"M.Chinnaswamy Stadium, Bengaluru",RCB,CSK
419124,2010,PBKS v RR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RR
419128,2010,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
419125,2010,MI v CSK,"Brabourne Stadium, Mumbai",MI,CSK
419126,2010,RR v DC,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,SRH
419127,2010,PBKS v KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR
419129,2010,RR v CSK,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",RR,CSK
419130,2010,DC v MI,"Dr DY Patil Sports Academy, Mumbai",SRH,MI
419131,2010,DC v KKR,"Arun Jaitley Stadium, Delhi",DC,KKR
419132,2010,MI v PBKS,"Brabourne Stadium, Mumbai",MI,PBKS
419133,2010,CSK v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB
419134,2010,DC v RR,"Arun Jaitley Stadium, Delhi",DC,RR
419135,2010,KKR v DC,"Eden Gardens, Kolkata",KKR,SRH
419136,2010,PBKS v RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RCB
419137,2010,CSK v RR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RR
419138,2010,MI v DC,"Brabourne Stadium, Mumbai",MI,SRH
419139,2010,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
419140,2010,DC v RCB,"Arun Jaitley Stadium, Delhi",DC,RCB
419141,2010,DC v RR,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",SRH,RR
419142,2010,CSK v MI,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,MI
419143,2010,RR v PBKS,"Sawai Mansingh Stadium, Jaipur",RR,PBKS
419144,2010,KKR v DC,"Eden Gardens, Kolkata",KKR,DC
419145,2010,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
419146,2010,PBKS v MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,MI
419147,2010,DC v CSK,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",SRH,CSK
419148,2010,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
419149,2010,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
419150,2010,RR v MI,"Sawai Mansingh Stadium, Jaipur",RR,MI
419151,2010,DC v RCB,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",SRH,RCB
419152,2010,MI v DC,"Brabourne Stadium, Mumbai",MI,DC
419153,2010,CSK v KKR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KKR
419154,2010,RR v RCB,"Sawai Mansingh Stadium, Jaipur",RR,RCB
419155,2010,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,DC
419156,2010,PBKS v DC,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,SRH
419157,2010,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
419158,2010,KKR v RR,"Eden Gardens, Kolkata",KKR,RR
419159,2010,PBKS v CSK,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,CSK
419160,2010,DC v SRH,"Arun Jaitley Stadium, Delhi",DC,SRH
419161,2010,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
419162,2010,MI v RCB,"Dr DY Patil Sports Academy, Mumbai",MI,RCB
419163,2010,CSK v DC,"Dr DY Patil Sports Academy, Mumbai",CSK,SRH
419164,2010,DC v RCB,"Dr DY Patil Sports Academy, Mumbai",SRH,RCB
419165,2010,MI v CSK,"Dr DY Patil Sports Academy, Mumbai",MI,CSK
392181,2009,CSK v MI,"Newlands, Cape Town",CSK,MI
392182,2009,RCB v RR,"Newlands, Cape Town",RCB,RR
392183,2009,DC v PBKS,"Newlands, Cape Town",DC,PBKS
392184,2009,DC v KKR,"Newlands, Cape Town",SRH,KKR
392185,2009,RCB v CSK,"St George's Park, Port Elizabeth",RCB,CSK
392186,2009,PBKS v KKR,"Kingsmead, Durban",PBKS,KKR
392188,2009,RCB v DC,"Newlands, Cape Town",RCB,SRH
392189,2009,CSK v DC,"Kingsmead, Durban",CSK,DC
392190,2009,KKR v RR,"Newlands, Cape Town",KKR,RR
392191,2009,RCB v PBKS,"Kingsmead, Durban",RCB,PBKS
392192,2009,DC v MI,"Kingsmead, Durban",SRH,MI
392194,2009,RCB v DC,"St George's Park, Port Elizabeth",RCB,DC
392195,2009,PBKS v RR,"Newlands, Cape Town",PBKS,RR
392196,2009,CSK v DC,"Kingsmead, Durban",CSK,SRH
392197,2009,KKR v MI,"St George's Park, Port Elizabeth",KKR,MI
392198,2009,DC v RR,"SuperSport Park, Centurion",DC,RR
392199,2009,RCB v KKR,"Kingsmead, Durban",RCB,KKR
392200,2009,PBKS v MI,"Kingsmead, Durban",PBKS,MI
392201,2009,SRH v DC,"SuperSport Park, Centurion",SRH,DC
392202,2009,CSK v RR,"SuperSport Park, Centurion",CSK,RR
392203,2009,KKR v MI,"Buffalo Park, East London",KKR,MI
392204,2009,RCB v PBKS,"Kingsmead, Durban",RCB,PBKS
392205,2009,DC v RR,"St George's Park, Port Elizabeth",SRH,RR
392206,2009,CSK v DC,"The Wanderers Stadium, Johannesburg",CSK,DC
392207,2009,PBKS v KKR,"St George's Park, Port Elizabeth",PBKS,KKR
392208,2009,RCB v MI,"The Wanderers Stadium, Johannesburg",RCB,MI
392209,2009,CSK v DC,"Buffalo Park, East London",CSK,SRH
392210,2009,PBKS v RR,"Kingsmead, Durban",PBKS,RR
392211,2009,DC v KKR,"Kingsmead, Durban",DC,KKR
392212,2009,DC v MI,"SuperSport Park, Centurion",SRH,MI
392213,2009,RCB v RR,"SuperSport Park, Centurion",RCB,RR
392214,2009,CSK v PBKS,"SuperSport Park, Centurion",CSK,PBKS
392215,2009,DC v MI,"Buffalo Park, East London",DC,MI
392216,2009,DC v PBKS,"Diamond Oval, Kimberley",SRH,PBKS
392217,2009,CSK v RR,"Diamond Oval, Kimberley",CSK,RR
392218,2009,RCB v MI,"St George's Park, Port Elizabeth",RCB,MI
392219,2009,DC v KKR,"The Wanderers Stadium, Johannesburg",DC,KKR
392220,2009,DC v RR,"Diamond Oval, Kimberley",SRH,RR
392221,2009,RCB v KKR,"SuperSport Park, Centurion",RCB,KKR
392222,2009,PBKS v MI,"SuperSport Park, Centurion",PBKS,MI
392223,2009,SRH v DC,"Kingsmead, Durban",SRH,DC
392224,2009,RCB v CSK,"Kingsmead, Durban",RCB,CSK
392225,2009,MI v RR,"Kingsmead, Durban",MI,RR
392226,2009,DC v PBKS,"Mangaung Oval, Bloemfontein",DC,PBKS
392227,2009,CSK v MI,"St George's Park, Port Elizabeth",CSK,MI
392228,2009,DC v KKR,"The Wanderers Stadium, Johannesburg",SRH,KKR
392229,2009,DC v PBKS,"The Wanderers Stadium, Johannesburg",SRH,PBKS
392230,2009,DC v RR,"Mangaung Oval, Bloemfontein",DC,RR
392231,2009,CSK v KKR,"SuperSport Park, Centurion",CSK,KKR
392232,2009,RCB v DC,"The Wanderers Stadium, Johannesburg",RCB,DC
392233,2009,KKR v RR,"Kingsmead, Durban",KKR,RR
392234,2009,CSK v PBKS,"Kingsmead, Durban",CSK,PBKS
392235,2009,DC v MI,"SuperSport Park, Centurion",DC,MI
392236,2009,RCB v DC,"SuperSport Park, Centurion",RCB,SRH
392237,2009,SRH v DC,"SuperSport Park, Centurion",SRH,DC
392238,2009,CSK v RCB,"The Wanderers Stadium, Johannesburg",CSK,RCB
392239,2009,DC v RCB,"The Wanderers Stadium, Johannesburg",SRH,RCB
335982,2008,RCB v KKR,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR
335983,2008,PBKS v CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,CSK
335984,2008,DC v RR,"Arun Jaitley Stadium, Delhi",DC,RR
335986,2008,KKR v DC,"Eden Gardens, Kolkata",KKR,SRH
335985,2008,MI v RCB,"Wankhede Stadium, Mumbai",MI,RCB
335987,2008,RR v PBKS,"Sawai Mansingh Stadium, Jaipur",RR,PBKS
335988,2008,SRH v DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,DC
335989,2008,CSK v MI,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,MI
335990,2008,DC v RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR
335991,2008,PBKS v MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,MI
335993,2008,CSK v KKR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KKR
335992,2008,RCB v RR,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR
335995,2008,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,DC
335994,2008,MI v DC,"Dr DY Patil Sports Academy, Mumbai",MI,SRH
335996,2008,RCB v CSK,"M.Chinnaswamy Stadium, Bengaluru",RCB,CSK
335997,2008,KKR v MI,"Eden Gardens, Kolkata",KKR,MI
335998,2008,DC v RCB,"Arun Jaitley Stadium, Delhi",DC,RCB
336000,2008,RR v KKR,"Sawai Mansingh Stadium, Jaipur",RR,KKR
335999,2008,DC v PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,PBKS
336001,2008,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,DC
336034,2008,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH
336003,2008,PBKS v KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR
336004,2008,MI v DC,"Dr DY Patil Sports Academy, Mumbai",MI,DC
336005,2008,RR v CSK,"Sawai Mansingh Stadium, Jaipur",RR,CSK
336006,2008,RCB v PBKS,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS
336007,2008,CSK v DC,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,SRH
336008,2008,MI v RR,"Dr DY Patil Sports Academy, Mumbai",MI,RR
336009,2008,DC v CSK,"Arun Jaitley Stadium, Delhi",DC,CSK
336010,2008,KKR v RCB,"Eden Gardens, Kolkata",KKR,RCB
336011,2008,RR v DC,"Sawai Mansingh Stadium, Jaipur",RR,SRH
336013,2008,CSK v PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,PBKS
336014,2008,DC v KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,KKR
336015,2008,RR v DC,"Sawai Mansingh Stadium, Jaipur",RR,DC
336016,2008,PBKS v RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RCB
336017,2008,KKR v DC,"Eden Gardens, Kolkata",KKR,DC
336018,2008,MI v CSK,"Wankhede Stadium, Mumbai",MI,CSK
336020,2008,DC v SRH,"Arun Jaitley Stadium, Delhi",DC,SRH
336021,2008,MI v KKR,"Wankhede Stadium, Mumbai",MI,KKR
336023,2008,RR v RCB,"Sawai Mansingh Stadium, Jaipur",RR,RCB
336022,2008,DC v PBKS,"Arun Jaitley Stadium, Delhi",DC,PBKS
336025,2008,KKR v CSK,"Eden Gardens, Kolkata",KKR,CSK
336024,2008,DC v MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,MI
336026,2008,RCB v DC,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC
336027,2008,KKR v RR,"Eden Gardens, Kolkata",KKR,RR
336028,2008,MI v PBKS,"Wankhede Stadium, Mumbai",MI,PBKS
336029,2008,CSK v RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB
336031,2008,PBKS v DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,SRH
336033,2008,CSK v RR,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RR
336032,2008,DC v MI,"Arun Jaitley Stadium, Delhi",DC,MI
336002,2008,DC v RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB
336035,2008,KKR v PBKS,"Eden Gardens, Kolkata",KKR,PBKS
336036,2008,RR v MI,"Sawai Mansingh Stadium, Jaipur",RR,MI
336037,2008,DC v CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,CSK
336012,2008,RCB v MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI
336019,2008,PBKS v RR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RR
336038,2008,DC v RR,"Wankhede Stadium, Mumbai",DC,RR
336039,2008,CSK v PBKS,"Wankhede Stadium, Mumbai",CSK,PBKS
336040,2008,CSK v RR,"Dr DY Patil Sports Academy, Mumbai",CSK,RR
